Id,Label,Name,number.links,total.link.strength,documents,citations,degree,n.betweeness
2200,"suazo-ortuno, ireri",,4,4,1,0,4,0
2216,"sutton, n",,4,4,1,304,4,0
2229,"tack, jason d.",,4,4,1,8,4,0
2239,"teator, marissa",,4,4,1,0,4,0
2260,"thayer, l.",,4,4,1,0,4,0
2261,"theisinger, ole",,4,4,1,0,4,0
2271,"thompson, laura",,4,4,1,0,4,0
2278,"tibbitts, t. lee",,4,4,1,4,4,0
2282,"tobajas, jorge",,4,4,1,0,4,0
2295,"travaini, alejandro",,4,4,1,1,4,0
2296,"tree, a.",,4,4,1,5,4,0
2333,"van heezik, yolanda",,4,4,1,0,4,0
2345,"vanek, john p.",,4,4,1,2,4,0
2349,"vashon, jennifer h.",,4,4,1,0,4,0
2356,"venticinque, eduardo martins",,4,4,1,12,4,0
2361,"veron, g.",,4,4,1,4,4,0
2371,"villanua, diego",,4,4,1,0,4,0
2382,"vucetich, john a.",,4,4,1,13,4,0
2390,"wallace, zachary p.",,4,4,1,5,4,0
2418,"wegan, michael t.",,4,6,2,174,4,0
2420,"weiskopf, sarah r.",,4,4,1,0,4,0
2435,"wheedleton, sarah",,4,4,1,0,4,0
2439,"white, gary c.",,4,4,1,57,4,0
2452,"wilkins, laetitia g. e.",,4,4,1,0,4,0
2466,"wilson, tammy l.",,4,4,1,4,4,0
2470,"wingard, ganchimeg",,4,4,1,7,4,0
2509,"yen, jian d. l.",,4,4,1,0,4,0
2515,"zamora-lopez, antonio",,4,7,2,6,4,0
2516,"zamora-marin, jose m.",,4,7,2,6,4,0
2518,"zanon martinez, juan i.",,4,4,1,1,4,0
2526,"zhang, qiang",,4,4,1,0,4,0
2529,"zhou, wenjing",,4,4,1,5,4,0
2533,"zimmermann, fridolin",,4,4,1,20,4,0
824,"goldstein, benjamin r.",,3,3,2,6,3,0.004585
395,"clark, allan e.",,3,3,2,36,3,0.000839
1645,"o'donnell, k. m.",,3,4,2,81,3,0.000192
666,"faulkner, stephen p.",,3,4,2,21,3,0.000089
63,"andrews, lawrence s.",,3,4,2,106,3,0.000003
66,"anthony, robert g.",,3,4,2,106,3,0.000003
901,"harris, nyeema c.",,3,3,2,6,3,0.000001
5,"acevedo, pelayo",,3,3,1,0,3,0
9,"adams, layne g.",,3,3,1,22,3,0
13,"aguzzi, stefano",,3,3,1,1,3,0
20,"akkawi, paula",,3,3,1,10,3,0
23,"alakoski, r.",,3,3,1,15,3,0
26,"aldridge, cameron l.",,3,3,1,12,3,0
27,"aldridge, cileb a.",,3,3,1,0,3,0
36,"almberg, emily s.",,3,3,1,13,3,0
43,"aman, jacob",,3,3,1,0,3,0
46,"amelon, sybill k.",,3,3,1,1,3,0
79,"armenteras, dolors",,3,3,1,3,3,0
86,"ascensao, fernando",,3,3,1,51,3,0
99,"bailey, amanda m.",,3,3,1,12,3,0
111,"ball-damerow, j. e.",,3,3,1,13,3,0
113,"bancila, raluca ioana",,3,3,1,7,3,0
114,"bani, luciano",,3,3,1,1,3,0
115,"banks, w. taylor",,3,3,1,0,3,0
126,"barnick, kelsey a.",,3,3,1,0,3,0
127,"barreto, elisa",,3,3,1,6,3,0
130,"barrows, cameron",,3,3,1,2,3,0
140,"bauder, javan m.",,3,3,1,15,3,0
152,"bedward, michael",,3,6,2,7,3,0
158,"bekker, dick l.",,3,3,1,10,3,0
160,"belisle, marc",,3,3,1,5,3,0
165,"bence, james r.",,3,3,1,2,3,0
178,"bersacola, elena",,3,3,1,0,3,0
197,"bissonette, john a.",,3,3,1,51,3,0
205,"blackburn, jason k.",,3,3,1,22,3,0
212,"blanco-aguiar, jose a.",,3,3,1,0,3,0
215,"blass, chad r.",,3,3,1,4,3,0
217,"bleisch, william v.",,3,4,2,18,3,0
222,"bly, bartholomew",,3,3,1,9,3,0
232,"boman, erik",,3,3,1,0,3,0
234,"bonavigo, paulo h.",,3,3,1,1,3,0
253,"bower, michael r.",,3,3,1,23,3,0
256,"boyce, mark s.",,3,3,1,30,3,0
259,"bradstock, ross a.",,3,6,2,7,3,0
270,"breininger, daniel j.",,3,3,1,3,3,0
272,"breininger, robert d.",,3,3,1,3,3,0
273,"brejao, gabriel lourenco",,3,3,1,23,3,0
274,"brennan, leonard a.",,3,3,1,2,3,0
277,"brewer, shannon k.",,3,4,2,13,3,0
286,"brommer, j. e.",,3,3,1,15,3,0
296,"buckland, stephen t.",,3,3,1,12,3,0
298,"budy, phaedra",,3,3,1,30,3,0
313,"bustamante, javier",,3,3,1,7,3,0
314,"buxton, andrew s.",,3,3,1,5,3,0
316,"byerly, paige a.",,3,3,1,2,3,0
324,"callas, r. l.",,3,4,2,95,3,0
327,"cameron, alan d.",,3,3,1,3,3,0
335,"cannon, jeffery b.",,3,3,1,0,3,0
346,"carrillo-percastegui, samia e.",,3,3,1,113,3,0
352,"carvalho jr, elildo a. r.",,3,3,1,1,3,0
363,"cavada, nathalie",,3,3,1,19,3,0
368,"chabot, eric j.",,3,3,1,0,3,0
372,"chan, kai m. a.",,3,3,1,1,3,0
378,"chaudhary, rohit",,3,3,1,0,3,0
383,"chen, ming-hui",,3,3,1,11,3,0
386,"cherry, michael j.",,3,3,1,0,3,0
406,"cobb, david t.",,3,3,1,1,3,0
410,"code, sandra",,3,3,1,9,3,0
412,"cogalniceanu, dan",,3,3,1,7,3,0
423,"colvin, michael e.",,3,3,1,4,3,0
425,"comer, christopher e.",,3,3,1,35,3,0
429,"conner, l. mike",,3,3,1,0,3,0
430,"conner, mary m.",,3,3,1,30,3,0
435,"conway, warren c.",,3,3,1,35,3,0
438,"cook, jonathan d.",,3,3,1,0,3,0
446,"cooper, w. justin",,3,3,1,10,3,0
475,"crupi, anthony p.",,3,3,1,0,3,0
481,"curras, mauriel rodriguez",,3,3,1,1,3,0
487,"d'araujo couto, thiago belisario",,3,3,1,17,3,0
492,"daily, gretchen c.",,3,3,1,9,3,0
496,"daskin, j. h.",,3,3,1,9,3,0
500,"david gonzalez-trujillo, juan",,3,3,1,3,3,0
507,"davis, raymond j.",,3,3,1,2,3,0
511,"dayton, kendra e.",,3,3,1,0,3,0
514,"de oliveira, arthur de schramm",,3,3,1,0,3,0
518,"de souza, diogo alexandre",,3,3,1,0,3,0
538,"deperno, christopher s.",,3,3,1,2,3,0
548,"dey, dipak k.",,3,3,1,11,3,0
556,"diaz-paniagua, carmen",,3,3,1,7,3,0
572,"dominguez, andrea f. rios",,3,3,1,10,3,0
573,"donadio, emiliano",,3,3,1,1,3,0
575,"donovan, therese m.",,3,3,1,10,3,0
577,"dos santos, luane reis",,3,3,1,6,3,0
584,"drapeau picard, andre-philippe",,3,3,1,0,3,0
600,"duchac, leila s.",,3,3,1,2,3,0
612,"dyck, marissa a.",,3,3,1,0,3,0
623,"elena zaccagnini, maria",,3,3,1,26,3,0
630,"emerson, shane a.",,3,3,1,2,3,0
644,"evans, jason m.",,3,3,1,78,3,0
647,"eyster, harold n.",,3,3,1,1,3,0
649,"faisal, mohammad m.",,3,3,1,5,3,0
665,"fattebert, julien",,3,3,1,32,3,0
674,"fernanda saenz-escobar, m.",,3,3,1,5,3,0
675,"fernandez-lopez, javier",,3,3,1,0,3,0
678,"ferreira da silva, vera maria",,3,3,1,0,3,0
699,"fleming, kathleen d.",,3,3,1,2,3,0
707,"fogell, deborah j.",,3,3,1,5,3,0
731,"franklin, michael j. m.",,3,6,2,7,3,0
739,"froehly, jennifer l.",,3,3,1,6,3,0
742,"funes, martin c.",,3,3,1,6,3,0
747,"gade, meaghan r.",,3,3,1,0,3,0
750,"gaigher, r.",,3,3,1,7,3,0
752,"galetti, mauro",,3,3,1,10,3,0
764,"garcia, karla",,3,3,1,1,3,0
771,"garrison, elina p.",,3,3,1,0,3,0
777,"gautier, roland",,3,3,1,129,3,0
780,"gaynor, k. m.",,3,3,1,9,3,0
782,"gehring, thomas m.",,3,3,1,4,3,0
784,"gentili, rodolfo",,3,3,1,1,3,0
786,"gervais, amelie",,3,3,1,5,3,0
791,"gibson, dan",,3,3,1,0,3,0
798,"gilbert, sophie l.",,3,3,1,0,3,0
813,"goad, erica h.",,3,3,1,32,3,0
826,"gomez, juan p.",,3,3,1,22,3,0
828,"gomez-rodriguez, carola",,3,3,1,7,3,0
837,"gosalbez, joaquim",,3,3,1,1,3,0
840,"gould, philip r.",,3,3,1,0,3,0
858,"griffiths, richard a.",,3,3,1,5,3,0
859,"grilo, clara",,3,3,1,51,3,0
868,"guimaraes, murilo",,3,3,1,0,3,0
869,"guisan, antoine",,3,3,1,7,3,0
895,"hannon, daniel r.",,3,3,1,2,3,0
905,"hartley, alfonso zuniga",,3,3,1,113,3,0
913,"haukos, david",,3,3,1,17,3,0
915,"havmoller, rasmus worsoe",,3,3,1,19,3,0
923,"heim, nicole",,3,3,1,9,3,0
929,"henden, john-andre",,3,3,1,14,3,0
949,"heurich, marco",,3,3,1,10,3,0
951,"hicke, jeffrey a.",,3,3,1,10,3,0
956,"hill, catherine m.",,3,3,1,0,3,0
957,"hill, evan b.",,3,3,1,0,3,0
965,"hocking, daniel j.",,3,3,1,3,3,0
966,"hockings, kimberley j.",,3,3,1,0,3,0
973,"holland, angela m.",,3,6,2,9,3,0
974,"hollerbach, laura",,3,3,1,10,3,0
980,"holmes, vaughn",,3,3,1,0,3,0
1013,"hutto, richard l.",,3,3,1,78,3,0
1015,"huyvaert, kathryn p.",,3,3,1,17,3,0
1032,"jachowski, catherine m. bodinof",,3,3,1,6,3,0
1041,"jaime zuniga-vega, j.",,3,3,1,5,3,0
1053,"jenkins, christopher l.",,3,3,1,15,3,0
1068,"johnson, bethany a.",,3,3,1,6,3,0
1075,"jones, harrison h.",,3,3,1,6,3,0
1078,"jones-farrand, d. todd",,3,3,1,4,3,0
1080,"jorge, marcelo h.",,3,3,1,0,3,0
1093,"kalle, riddhika",,3,3,1,18,3,0
1100,"karenyi, natasha",,3,3,1,6,3,0
1105,"kass, jamie m.",,3,3,1,10,3,0
1107,"katayama, naoki",,3,3,1,4,3,0
1108,"kauhala, k.",,3,3,1,15,3,0
1110,"kawalkar, dhanusha",,3,3,1,1,3,0
1113,"kazi, abduladil",,3,3,1,0,3,0
1115,"keane, john j.",,3,3,1,9,3,0
1138,"khandal, dharmendra",,3,3,1,0,3,0
1153,"king, ruth",,3,3,1,12,3,0
1157,"kinnison, michael t.",,3,3,1,0,3,0
1166,"knight, richard l.",,3,3,1,32,3,0
1172,"koike, fumito",,3,3,1,10,3,0
1179,"koshida, chieko",,3,3,1,4,3,0
1186,"kreitzman, maayan",,3,3,1,1,3,0
1197,"kumar, n. s.",,3,3,1,38,3,0
1199,"kuo, rita c.",,3,3,1,11,3,0
1200,"kupferman, caitlin a.",,3,3,1,0,3,0
1204,"la haye, maurice j. j.",,3,3,1,10,3,0
1206,"ladle, andrew",,3,3,1,30,3,0
1215,"lambin, x.",,3,4,2,16,3,0
1219,"landers, r. h.",,3,3,1,21,3,0
1220,"langeland, knut",,3,3,1,14,3,0
1228,"larrivee, maxim",,3,3,1,0,3,0
1232,"lawson, charles k.",,3,3,1,3,3,0
1234,"leberg, paul l.",,3,3,1,2,3,0
1235,"lebrun, jaymi j.",,3,3,1,1,3,0
1256,"lewis, tania",,3,3,1,0,3,0
1261,"li, sheng",,3,3,1,20,3,0
1262,"li, xueyou",,3,4,2,18,3,0
1294,"long, robert a.",,3,3,1,10,3,0
1310,"lucherini, mauro",,3,3,1,133,3,0
1322,"luukkonen, david r.",,3,3,1,2,3,0
1335,"macfarlane, william w.",,3,3,1,30,3,0
1337,"maclean, sarah a.",,3,3,1,10,3,0
1343,"madden, hannah",,3,3,1,0,3,0
1355,"mahajan, prashant",,3,3,1,0,3,0
1367,"malone, kristen m.",,3,3,1,0,3,0
1371,"manchl, shirish s.",,3,3,1,1,3,0
1390,"marini, miguel angelo",,3,3,1,6,3,0
1391,"marisol gonzalez, tania",,3,3,1,3,3,0
1394,"marra, peter m.",,3,3,1,13,3,0
1411,"martinez, jose e.",,3,3,1,16,3,0
1417,"mashiko, miyuki",,3,3,1,4,3,0
1424,"matias, nathalia rocha",,3,3,1,0,3,0
1428,"matthews, s. m.",,3,3,1,21,3,0
1429,"mattsson, brady j.",,3,3,1,80,3,0
1445,"mccarthy, jennifer l.",,3,3,1,5,3,0
1446,"mccarthy, kyle p.",,3,3,1,5,3,0
1450,"mccune, frederic",,3,3,1,13,3,0
1456,"mckelvey, kevin",,3,3,1,13,3,0
1464,"meddens, arjan j. h.",,3,3,1,10,3,0
1467,"melero, yolanda",,3,3,1,1,3,0
1471,"mendes, calebe p.",,3,3,1,10,3,0
1473,"mengel, doreen c.",,3,3,1,0,3,0
1480,"middleton, arthur d.",,3,3,1,1,3,0
1485,"milanovich, joseph r.",,3,3,1,3,3,0
1488,"miller, timothy j.",,3,3,1,16,3,0
1498,"mimnagh, niamh",,3,3,1,0,3,0
1499,"miranda, leandro e.",,3,3,1,4,3,0
1502,"mitai, katsushi",,3,3,1,14,3,0
1503,"mitchell, brian r.",,3,3,1,10,3,0
1512,"mollenhauer, robert",,3,4,2,13,3,0
1525,"moorman, christopher e.",,3,3,1,2,3,0
1537,"morin, dana j.",,3,3,1,1,3,0
1539,"morrison, michael l.",,3,3,1,2,3,0
1551,"mouser, joshua b.",,3,3,1,0,3,0
1559,"munoz, alberto",,3,3,1,3,3,0
1561,"murao, ryuki",,3,3,1,14,3,0
1564,"murillo, oscar",,3,3,1,6,3,0
1571,"murry, brent a.",,3,3,1,4,3,0
1586,"nava, mabel",,3,3,1,1,3,0
1592,"nel, ronel",,3,3,1,6,3,0
1598,"newkirk, eric s.",,3,3,1,10,3,0
1600,"newton, d. scott",,3,3,1,9,3,0
1602,"ng, shi teng",,3,3,1,1,3,0
1614,"nicolas bernardos, jaime",,3,3,1,26,3,0
1618,"nienow, samuel s.",,3,3,1,1,3,0
1619,"nijman, vincent",,3,3,1,0,3,0
1628,"normandin, etienne",,3,3,1,13,3,0
1633,"novaro, andres j.",,3,3,1,6,3,0
1634,"nowak, carsten",,3,3,1,10,3,0
1639,"nye, janet a.",,3,3,1,16,3,0
1643,"o'bryan, christopher j.",,3,6,2,22,3,0
1646,"o'donnell, lisa",,3,3,1,17,3,0
1648,"o'leary, cecilia a.",,3,3,1,16,3,0
1680,"orioli, valerio",,3,3,1,1,3,0
1692,"ozgul, arpat",,3,3,1,7,3,0
1697,"paczkowski, john",,3,3,1,9,3,0
1706,"palazon, santiago",,3,3,1,1,3,0
1714,"parker, kevin a., jr.",,3,3,1,3,3,0
1715,"parnell, andrew",,3,3,1,0,3,0
1726,"patel, shivkumari",,3,3,1,1,3,0
1735,"pauli, jonathan n.",,3,3,1,1,3,0
1748,"peele, ashley m.",,3,3,1,13,3,0
1749,"peery, m. zachariah",,3,3,1,9,3,0
1752,"pendergast, mary e.",,3,3,1,0,3,0
1784,"pichorim, mauro",,3,3,1,6,3,0
1794,"pitman, james",,3,3,1,17,3,0
1804,"ponciano, jose m.",,3,3,1,22,3,0
1810,"post van der burg, max",,3,3,1,9,3,0
1813,"powell, george v. n.",,3,3,1,113,3,0
1817,"prado, estevao",,3,3,1,0,3,0
1818,"prange, suzanne",,3,3,1,11,3,0
1831,"promberger-furpass, barbara",,3,3,1,0,3,0
1835,"prugh, laura r.",,3,3,1,0,3,0
1837,"pryke, j. s.",,3,3,1,7,3,0
1850,"rahman, hasan a.",,3,3,1,5,3,0
1853,"ramesh, t.",,3,4,2,35,3,0
1854,"ramesh, tharmalingam",,3,3,1,18,3,0
1856,"ramirez-cruz, gonzalo a.",,3,3,2,6,3,0
1863,"rapacciuolo, g.",,3,3,1,13,3,0
1878,"reed, sarah e.",,3,3,1,32,3,0
1884,"reidy, jennifer l.",,3,3,1,17,3,0
1887,"reiners, tobias erik",,3,3,1,10,3,0
1891,"reppucci, juan",,3,3,1,133,3,0
1892,"resh, v. h.",,3,3,1,13,3,0
1894,"ribeiro, jose wagner, jr.",,3,3,1,23,3,0
1900,"rich, mackenzie",,3,3,1,11,3,0
1906,"riecke, thomas, v",,3,3,1,0,3,0
1911,"rinehart, kurt a.",,3,3,1,10,3,0
1915,"rivas, lorena f.",,3,3,1,6,3,0
1916,"rivera-milan, frank f.",,3,3,1,1,3,0
1932,"rochefort, line",,3,3,1,0,3,0
1945,"rogers, thomas p.",,3,3,1,0,3,0
1952,"roland, victor l.",,3,3,1,0,3,0
1955,"romero premeaux, alexis",,3,3,1,2,3,0
1965,"rosenlund, havard",,3,3,1,18,3,0
1968,"ross, beth e.",,3,3,1,17,3,0
1979,"rowinski, patryk",,3,3,1,0,3,0
1986,"rurik, alexander j.",,3,3,1,0,3,0
1999,"salant, nira l.",,3,3,1,30,3,0
2009,"samways, m. j.",,3,3,1,7,3,0
2029,"sawant, sayli",,3,3,1,1,3,0
2036,"scharff, nikolaj",,3,3,1,19,3,0
2042,"schlesinger, matthew d.",,3,3,1,12,3,0
2044,"schmid, hans",,3,3,1,129,3,0
2050,"schultz, alan d.",,3,3,1,2,3,0
2052,"schumann, david a.",,3,3,1,4,3,0
2053,"schut, kaj",,3,3,1,1,3,0
2059,"scognamillo, daniel g.",,3,3,1,35,3,0
2062,"scully, arthur e.",,3,3,1,18,3,0
2069,"sekercioglu, cagan h.",,3,3,1,0,3,0
2071,"selonen, v.",,3,3,1,15,3,0
2093,"shepherd, brenda",,3,3,1,30,3,0
2095,"sherry, thomas w.",,3,3,1,13,3,0
2117,"simal, fernando",,3,3,1,1,3,0
2123,"sink, kerry",,3,3,1,6,3,0
2124,"siqueira, tadeu",,3,3,1,23,3,0
2132,"smith, david a. ehlers",,3,3,1,23,3,0
2138,"smith, yvette c. ehlers",,3,3,1,23,3,0
2145,"solano-zavaleta, israel",,3,3,1,5,3,0
2149,"sousa goncalves, andre luis",,3,3,1,0,3,0
2152,"sparkman, amanda m.",,3,3,1,0,3,0
2163,"srivastava, diane s.",,3,3,1,1,3,0
2178,"stevenson, dirk j.",,3,3,1,15,3,0
2217,"swallow, ben",,3,3,1,12,3,0
2221,"swartz, leah k.",,3,3,1,3,3,0
2225,"sytsma, mira l. t.",,3,3,1,0,3,0
2230,"taki, hisatomo",,3,3,1,14,3,0
2235,"tandin, tandin",,3,3,1,11,3,0
2242,"tegeler, amy k.",,3,3,1,6,3,0
2252,"tetsuya, tatsuyuki",,3,3,1,10,3,0
2267,"thompson, cassandra",,3,3,1,11,3,0
2274,"thornton, jamie e.",,3,6,2,22,3,0
2288,"toms, mike p.",,3,3,1,12,3,0
2309,"tyre, andrew j.",,3,3,1,9,3,0
2312,"tzilkowski, caleb j.",,3,3,1,80,3,0
2320,"uzarski, donald g.",,3,3,1,4,3,0
2328,"van den burg, matthijs p.",,3,3,1,0,3,0
2330,"van der meij, tom",,3,3,1,10,3,0
2335,"van schalkwyk, j.",,3,3,1,7,3,0
2339,"van wagensveld, timothy p.",,3,3,1,0,3,0
2358,"verbyla, david l.",,3,3,1,3,3,0
2359,"vercauteren, tammy",,3,3,1,9,3,0
2362,"verrastro, laura",,3,3,1,0,3,0
2367,"vicente, joaquin",,3,3,1,0,3,0
2372,"villar, nacho",,3,3,1,10,3,0
2380,"von muhlen, eduardo matheus",,3,3,1,0,3,0
2386,"waits, lisette p.",,3,3,1,0,3,0
2388,"walker, r. susan",,3,3,1,6,3,0
2395,"wang, dajun",,3,3,1,20,3,0
2401,"wang, xia",,3,3,1,11,3,0
2403,"wangdi, sonam",,3,3,1,11,3,0
2404,"wann, gregory t.",,3,3,1,12,3,0
2430,"wesolowski, tomasz",,3,3,1,0,3,0
2449,"wilk, andrew j.",,3,3,1,0,3,0
2455,"williams, lori a.",,3,3,1,3,3,0
2456,"williams, perry j.",,3,3,1,23,3,0
2459,"williams, steven g.",,3,3,1,1,3,0
2463,"wilmoth, seth c.",,3,3,1,0,3,0
2476,"wolska, alicja",,3,3,1,0,3,0
2477,"womack-bulliner, kathryn m.",,3,3,1,1,3,0
2478,"womble, jamie n.",,3,3,1,23,3,0
2482,"wood, connor m.",,3,3,1,9,3,0
2510,"yirka, liani m.",,3,3,1,1,3,0
2512,"york, geneva",,3,3,1,0,3,0
2517,"zanin hegel, carla grasiele",,3,3,1,6,3,0
2520,"zappalla, angela",,3,3,1,5,3,0
2523,"zeilinger, a. r.",,3,3,1,13,3,0
2539,"zuanon, jansen",,3,3,1,17,3,0
48,"amir, zachary",,2,2,1,0,2,0
54,"andersen, david e.",,2,2,1,14,2,0
57,"anderson, kaitlyn",,2,2,1,0,2,0
73,"aragon, susan",,2,2,1,11,2,0
77,"arias, laura n. cespedes",,2,2,1,1,2,0
106,"balaguera-reina, sergio a.",,2,2,1,1,2,0
118,"barao-nobrega, jose antonio lemos",,2,2,1,2,2,0
120,"baribeau, aimie",,2,2,1,0,2,0
122,"barik, souvik",,2,2,1,0,2,0
150,"bedoya-duran, maria juliana",,2,2,1,1,2,0
155,"beilke, stephanie",,2,2,1,0,2,0
162,"bellier, edwige",,2,2,1,7,2,0
170,"benoit, david",,2,2,1,13,2,0
191,"bicca-marques, julio cesar",,2,2,1,11,2,0
221,"blum, annalise g.",,2,2,1,17,2,0
239,"bonnot, thomas w.",,2,2,1,2,2,0
251,"bouley, paola",,2,2,1,10,2,0
315,"buzzard, paul j.",,2,2,1,3,2,0
326,"cam, emmanuelle",,2,2,1,78,2,0
353,"cashins, scott d.",,2,2,1,4,2,0
381,"chen, daojian",,2,2,1,0,2,0
396,"clark, darren a.",,2,2,1,37,2,0
444,"coop, jonathan d.",,2,2,1,2,2,0
453,"costa lima pequeno, pedro aurelio",,2,2,1,4,2,0
457,"cote, steeve d.",,2,2,1,0,2,0
472,"crovetto, federico",,2,2,1,4,2,0
474,"cruickshank, sam s.",,2,2,1,4,2,0
532,"deluca, william v.",,2,3,2,30,2,0
537,"densmore, llewellyn d.",,2,2,1,1,2,0
545,"dewan, amielle",,2,2,1,233,2,0
547,"dextrase, alan j.",,2,2,1,5,2,0
555,"dias, douglas de matos",,2,2,1,7,2,0
563,"dinsmore, stephen j.",,2,2,1,12,2,0
564,"distiller, greg",,2,2,1,1,2,0
579,"drake, d. andrew r.",,2,2,1,5,2,0
582,"drake, joseph",,2,2,1,0,2,0
583,"drake, kiel l.",,2,2,1,15,2,0
593,"drouilly, marine",,2,2,1,25,2,0
602,"duclos, timothy r.",,2,2,1,17,2,0
608,"dupuis, jerome a.",,2,2,1,2,2,0
610,"durso, a. m.",,2,2,1,22,2,0
611,"dybala, kristen e.",,2,2,1,10,2,0
616,"easter, tara",,2,2,1,10,2,0
617,"eaton, mitchell j.",,2,2,1,5,2,0
629,"elston, d. a.",,2,2,1,16,2,0
633,"engilis, andrew, jr.",,2,2,1,10,2,0
648,"fagan, william f.",,2,2,1,85,2,0
651,"falconer, c. myles",,2,2,1,15,2,0
668,"fay, gavin",,2,2,1,2,2,0
687,"figura, peter j.",,2,2,1,6,2,0
692,"fischer, richard a.",,2,2,1,31,2,0
693,"fisher, alina c.",,2,2,1,10,2,0
700,"fleming, tracy l.",,2,2,1,27,2,0
730,"franklin, elizabeth",,2,2,1,4,2,0
734,"frey, sarah j. k.",,2,2,1,40,2,0
785,"george, t. luke",,2,2,1,16,2,0
802,"gilliland, scott g.",,2,2,1,2,2,0
811,"glorioso, brad m.",,2,2,1,11,2,0
823,"golding, jessie d.",,2,2,1,8,2,0
831,"gonzalez-jauregui, mauricio",,2,2,1,2,2,0
841,"govindan, byju n.",,2,3,2,21,2,0
852,"green, linda e.",,2,2,1,39,2,0
867,"guimaraes rodrigues, flavio henrique",,2,2,1,7,2,0
875,"hadley, adam s.",,2,2,1,40,2,0
879,"halbur, michelle",,2,2,1,0,2,0
888,"hammerich, steven",,2,2,1,0,2,0
914,"haulton, g. scott",,2,2,1,8,2,0
918,"heath, julie a.",,2,2,1,31,2,0
932,"hennenlan, carlene",,2,2,1,14,2,0
958,"hill, jason m.",,2,2,2,16,2,0
989,"howe, fp",,2,2,1,106,2,0
1004,"hunt, jason w.",,2,2,1,23,2,0
1005,"hunte, wayne",,2,2,1,10,2,0
1009,"hurlbert, allen h.",,2,2,1,9,2,0
1018,"iglecia, monica n.",,2,2,1,15,2,0
1024,"irizarry, julissa i.",,2,2,1,12,2,0
1026,"irwin, larry l.",,2,2,1,27,2,0
1036,"jackson, donald a.",,2,2,1,13,2,0
1042,"jamtsho, rinzin",,2,2,1,2,2,0
1051,"jehle, robert",,2,2,1,2,2,0
1055,"jepsen, jane uhd",,2,2,1,5,2,0
1057,"jha, ashish",,2,2,1,1,2,0
1060,"jiang, xuelong",,2,2,1,15,2,0
1061,"jimenez, jaime e.",,2,2,1,1,2,0
1065,"joachim, jean",,2,2,1,2,2,0
1087,"kachel, shannon",,2,2,1,0,2,0
1127,"kennedy, christina m.",,2,2,1,6,2,0
1163,"kleeman, patrick m.",,2,2,1,0,2,0
1175,"kolowski, joseph m.",,2,2,1,15,2,0
1184,"kramer, donald l.",,2,2,1,10,2,0
1195,"kuhns, andrew r.",,2,2,1,37,2,0
1196,"kulavmode, amol r.",,2,2,1,4,2,0
1213,"lamb, jennifer y.",,2,2,1,2,2,0
1218,"lamothe, karl a.",,2,2,1,5,2,0
1282,"lizcano, diego",,2,2,1,113,2,0
1288,"loeb, susan c.",,2,2,1,4,2,0
1305,"lowe, winsor h.",,2,2,1,39,2,0
1319,"luskin, matthew scott",,2,2,1,0,2,0
1332,"maccluskie, margaret c.",,2,2,1,49,2,0
1351,"magee, patrick a.",,2,2,1,2,2,0
1360,"mahony, michael j.",,2,2,1,5,2,0
1365,"malhotra, rumaan",,2,2,1,1,2,0
1370,"manakadan, ranjit",,2,2,1,4,2,0
1383,"maphisa, david h.",,2,2,1,6,2,0
1384,"maragliano, rene e.",,2,2,1,7,2,0
1401,"martin, roy w.",,2,2,1,9,2,0
1436,"mazumdar, subhendu",,2,2,1,0,2,0
1442,"mccaffery, rebecca",,2,3,2,34,2,0
1454,"mcintyre, carol l.",,2,2,1,49,2,0
1457,"mckerrow, alexa j.",,2,2,1,15,2,0
1459,"mcleod, mary anne",,2,2,1,14,2,0
1518,"montalti, diego",,2,2,1,7,2,0
1542,"morton, douglas c.",,2,2,1,12,2,0
1565,"murillo-garcia, oscar e.",,2,2,1,1,2,0
1580,"nameer, p. o.",,2,2,1,1,2,0
1582,"narango, desiree l.",,2,2,1,72,2,0
1585,"natalia serafini, vanesa",,2,2,1,12,2,0
1587,"naveda-rodriguez, adrian",,2,2,1,1,2,0
1606,"ngoprasert, dusit",,2,2,1,1,2,0
1612,"nicholson, kerry l.",,2,2,1,6,2,0
1613,"nicklen, e. fleur",,2,2,1,44,2,0
1626,"norkko, alf",,2,2,1,10,2,0
1627,"norkko, joanna",,2,2,1,10,2,0
1629,"norton, roy a.",,2,2,1,4,2,0
1630,"norvell, re",,2,2,1,106,2,0
1636,"nunes, laura a.",,2,2,1,0,2,0
1668,"oley, josephine",,2,2,1,15,2,0
1672,"oliver, katie",,2,2,1,1,2,0
1678,"oneto, fabrizio",,2,2,1,12,2,0
1687,"ott, james r.",,2,2,1,23,2,0
1688,"otto, clint r. v.",,2,2,1,27,2,0
1703,"palacio, facundo xavier",,2,2,1,7,2,0
1718,"parrish, jr",,2,2,1,106,2,0
1729,"patten, kirk a.",,2,2,1,9,2,0
1730,"patton, philip t.",,2,2,1,0,2,0
1734,"pauli, benjamin p.",,2,2,1,8,2,0
1745,"peach, michelle a.",,2,2,1,10,2,0
1780,"philips, annie",,2,2,1,4,2,0
1819,"praveen, j.",,2,2,1,1,2,0
1841,"qualls, carl p.",,2,2,1,2,2,0
1846,"rabelo, rafael m.",,2,2,1,11,2,0
1849,"rahlin, anastasia a.",,2,2,1,0,2,0
1864,"rappaport, danielle, i",,2,2,1,12,2,0
