Id,Label,links,total_link_strength,documents,citations,degree.centr,closnesscentrality,norm.betweeness.centr,component.number,clustering,triangles,eigen.centr
1,"abellan, pedro",5,5,1,0,5,0.155061,0,0,1,10,0.000114
2,"abidin, tommy rowel",8,8,1,1,8,0.833333,0,1,1,28,0.000143
3,"abrams, jesse f.",21,25,3,9,21,0.149883,0.000065,0,0.595238,125,0.002527
4,"abu bakar, mohd soffian",8,8,1,1,8,0.833333,0,1,1,28,0.000143
5,"acevedo, pelayo",3,3,1,0,3,1,0,2,1,3,0.000015
6,"acharya, bishnu prasad",12,12,1,0,12,0.17129,0,0,1,66,0.003686
7,"acharya, krishna prasad",14,14,2,24,14,0.177594,0.002229,0,0.56044,51,0.003345
8,"adalsteinsson, solny a.",26,26,1,23,26,0.162063,0,0,1,325,0.052013
9,"adams, amy a. yackel",6,6,1,2,6,0.118425,0,0,1,15,0.000096
10,"adams, layne g.",3,3,1,22,3,0.48,0,3,1,3,0.00004
11,"adams, michael j.",6,10,2,14,6,0.122541,0,0,1,15,0.000112
12,"adams, tempe",41,41,1,3,41,0.182617,0,0,1,820,0.948232
13,"addison, lindsay",8,8,1,10,8,0.170115,0,0,1,28,0.000204
14,"aguzzi, stefano",3,3,1,1,3,1,0,4,1,3,0.000015
15,"ahlers, adam a.",42,53,3,67,42,0.163054,0.002091,0,0.593496,511,0.067441
16,"ahmad, bilal",10,13,2,2,10,1,0.000001,1,0.777778,35,0.000163
17,"ahmad, tariq",9,9,1,4,9,1,0,5,1,36,0.000172
18,"ahmed, m. f.",4,4,1,7,4,1,0,6,1,6,0.000025
19,"ahumada, jorge a.",26,26,3,119,26,0.19054,0.014178,0,0.52,169,0.003596
20,"akampurira, emmanuel",18,18,1,0,18,0.180818,0,0,1,153,0.003323
21,"akasaka, takumi",5,5,1,3,5,0.168233,0,0,1,10,0.000092
22,"akkawi, paula",3,3,1,10,3,1,0,7,1,3,0.000015
23,"akre, thomas a.",5,5,1,2,5,0.187757,0,0,1,10,0.000275
24,"akrim, faraz",9,9,1,4,9,1,0,5,1,36,0.000172
25,"alakoski, r.",3,3,1,15,3,1,0,8,1,3,0.000015
26,"alaniz, alberto j.",7,7,1,2,7,1,0,9,1,21,0.000085
27,"alcoverro, teresa",4,4,1,20,4,1,0,10,1,6,0.000025
28,"aldridge, cameron l.",3,3,1,12,3,0.131596,0,0,1,3,0.00004
29,"aldridge, cileb a.",3,3,1,0,3,0.111233,0,0,1,3,0.000027
30,"alejandro viddi, francisco",8,8,1,13,8,1,0,11,1,28,0.000122
31,"alen, lukmann h.",14,14,1,0,14,0.149756,0,0,1,91,0.002076
32,"alexander, bradley w.",1,1,1,10,1,1,0,12,0,0,0.000003
33,"alexsander, j. s.",6,6,1,4,6,0.162866,0,0,1,15,0.000213
34,"ali, h.",4,4,1,65,4,0.153263,0,0,1,6,0.000232
35,"ali, mirza wajid",9,9,1,4,9,1,0,5,1,36,0.000172
36,"allen, maximilian l.",9,10,2,1,9,0.155693,0.000174,0,0.805556,29,0.002676
37,"allender, matthew c.",6,6,1,27,6,0.105981,0,0,1,15,0.000073
38,"almberg, emily s.",3,3,1,13,3,0.434783,0,13,1,3,0.000036
39,"almeyda zambrano, angelica",4,4,1,10,4,0.148561,0,0,1,6,0.00024
40,"altman, bob",4,8,2,26,4,0.146301,0,0,1,6,0.000061
41,"altwegg, res",9,9,5,73,9,0.206092,0.00357,0,0.138889,5,0.000281
42,"alvarez-loayza, patricia",13,13,1,0,13,1,0,14,1,78,0.00061
43,"alves, fernanda",5,5,1,1,5,1,0,15,1,10,0.000039
44,"alves, paulo c.",4,4,1,38,4,0.132323,0,0,1,6,0.000055
45,"aman, jacob",3,3,1,0,3,1,0,16,1,3,0.000015
46,"amaya, max",22,22,1,44,22,0.162323,0,0,1,231,0.041391
47,"ambu, laurentius",7,7,1,96,7,0.166529,0,0,1,21,0.000277
48,"amburgey, staci m.",7,7,1,4,7,0.193064,0,0,1,21,0.003432
49,"amelon, sybill k.",3,3,1,1,3,0.147815,0,0,1,3,0.000033
50,"amgalanbaatar, sukh",4,4,1,7,4,1,0,17,1,6,0.000025
51,"amir, zachary",2,2,1,0,2,0.118287,0,0,1,1,0.000028
52,"amrhein, valentin",1,1,1,13,1,1,0,18,0,0,0.000003
53,"amundson, courtney",8,9,3,90,8,0.204158,0.007231,0,0.357143,10,0.000264
54,"anadon, jose d.",5,5,1,0,5,0.155061,0,0,1,10,0.000114
55,"ancillotto, leonardo",4,4,1,0,4,0.532258,0,19,1,6,0.000287
56,"andersen, alan n.",8,8,1,43,8,0.448276,0,20,1,28,0.000232
57,"andersen, david e.",2,2,1,14,2,1,0,21,1,1,0.000008
58,"andersen, erik m.",1,1,1,16,1,1,0,22,0,0,0.000003
59,"anderson, jesse",7,7,1,96,7,0.166529,0,0,1,21,0.000277
60,"anderson, kaitlyn",2,2,1,0,2,1,0,23,1,1,0.000008
61,"anderson, t. l.",4,4,1,28,4,0.14254,0,0,1,6,0.001635
62,"andren, henrik",6,6,1,6,6,0.875,0,24,1,15,0.000059
63,"andreone, franco",16,16,1,52,16,0.66,0,19,1,120,0.00198
64,"andres, brad a.",8,8,1,13,8,0.201396,0,0,1,28,0.000409
65,"andretti, christian b.",8,8,1,11,8,0.195682,0,0,1,28,0.000511
66,"andrews, lawrence s.",3,4,2,106,3,0.136447,0.000206,0,0.666667,2,0.000026
67,"andrianjakarivelo, vonjy",7,11,2,27,7,0.171,0,0,0.904762,19,0.005474
68,"angstmann, julia l.",22,22,1,44,22,0.162323,0,0,1,231,0.041391
69,"annand, elizabeth m.",8,8,1,256,8,0.214861,0,0,1,28,0.000756
70,"anthony, robert g.",3,4,2,106,3,0.136447,0.000206,0,0.666667,2,0.000026
71,"anthonysamy, whitney j. b.",26,26,1,23,26,0.162063,0,0,1,325,0.052013
72,"antonelli, cecilia rocio",5,5,1,0,5,0.153279,0,0,1,10,0.000418
73,"antongiovanni, marina",4,4,1,12,4,0.611111,0,25,1,6,0.000038
74,"antonio de la torre, j.",10,10,1,13,10,0.154031,0,0,1,45,0.000604
75,"applegate, roger d.",5,5,1,21,5,0.857143,0,26,1,10,0.00004
76,"apte, deepak",5,5,1,3,5,0.777778,0,27,1,10,0.000041
77,"aquino, jesica",13,13,1,1,13,0.172818,0,0,1,78,0.009342
78,"aragon, susan",2,2,1,11,2,1,0,28,1,1,0.000008
79,"arasumani, m.",5,5,1,4,5,1,0,29,1,10,0.000039
80,"araya-gamboa, daniela",5,5,1,4,5,0.155778,0,0,1,10,0.001503
81,"ares-pereira, guilherme",7,7,1,0,7,0.733333,0,25,1,21,0.000093
82,"arias, laura n. cespedes",2,2,1,1,2,0.157654,0,0,1,1,0.000024
83,"ariefiandy, achmad",4,4,1,28,4,1,0,30,1,6,0.000025
84,"armenteras, dolors",3,3,1,3,3,1,0,31,1,3,0.000015
85,"arnett, edward b.",4,8,2,26,4,0.146301,0,0,1,6,0.000061
86,"arroyo, beatriz",6,8,2,6,6,0.185808,0.000274,0,0.733333,11,0.000168
87,"arthur, rohan",4,4,1,20,4,1,0,10,1,6,0.000025
88,"aryal, achyut",4,4,1,20,4,0.156867,0,0,1,6,0.000167
89,"asad, sami",8,10,2,6,8,0.147507,0.000137,0,0.821429,23,0.000872
90,"asbeck, thomas",4,4,1,4,4,1,0,32,1,6,0.000025
91,"ascensao, fernando",3,3,1,51,3,0.11804,0,0,1,3,0.000026
92,"ashe, erin",8,8,1,13,8,1,0,11,1,28,0.000122
93,"astaras, christos",4,4,1,3,4,0.163091,0,0,1,6,0.000129
94,"astrom, jens",9,9,1,1,9,1,0,33,1,36,0.000172
95,"athreya, vidya",5,5,1,42,5,0.153813,0,0,1,10,0.000085
96,"augugliaro, claudio",4,4,1,1,4,0.165982,0,0,1,6,0.00026
97,"aung, zarni",11,11,1,2,11,0.923077,0,34,1,55,0.000373
98,"ausband, david e.",1,1,1,0,1,1,0,35,0,0,0.000003
99,"authier, matthieu",8,8,1,0,8,1,0,36,1,28,0.000122
100,"awan, muhammad naeem",9,9,1,4,9,1,0,5,1,36,0.000172
101,"ayala, guido",7,7,1,1,7,0.157251,0,0,1,21,0.000103
102,"aylesworth, l.",3,3,1,6,3,1,0,37,1,3,0.000015
103,"aziz, rizwana",9,9,1,4,9,1,0,5,1,36,0.000172
104,"bagnall, keith e.",6,6,1,1,6,0.136473,0,0,1,15,0.000068
105,"bai, linzhuang",7,7,1,0,7,0.144729,0,0,1,21,0.000101
106,"bailey, amanda m.",3,3,1,12,3,0.129618,0,0,1,3,0.000069
107,"bailey, larissa l.",20,27,7,1098,20,0.226821,0.023043,0,0.257895,49,0.001152
108,"bajaru, sameer",7,7,2,7,7,1,0.000003,27,0.52381,11,0.000048
109,"baker, christopher c. m.",15,15,1,1,15,0.132372,0,0,1,105,0.001268
110,"baker-whatton, megan c.",7,7,1,37,7,0.182005,0,0,1,21,0.000409
111,"bal, gaelle",17,17,1,0,17,1,0,38,1,136,0.001946
112,"balaguera-reina, sergio a.",2,2,1,1,2,1,0,39,1,1,0.000008
113,"balangtaa, cletus",5,8,2,138,5,0.150666,0,0,1,10,0.000795
114,"baldwin, jim",6,6,1,13,6,1,0,40,1,15,0.000058
115,"baldwin, robert f.",6,10,4,28,6,0.517241,0.000005,41,0.4,6,0.000038
116,"balkenhol, niko",4,4,1,15,4,0.133547,0,0,1,6,0.000146
117,"ball-damerow, j. e.",3,3,1,13,3,1,0,42,1,3,0.000015
118,"balme, g. a.",12,12,2,26,12,0.170938,0.003278,0,0.515152,34,0.00212
119,"bancila, raluca ioana",3,3,1,7,3,0.6,0,43,1,3,0.000022
120,"bani, luciano",3,3,1,1,3,1,0,4,1,3,0.000015
121,"banks, w. taylor",3,3,1,0,3,0.111233,0,0,1,3,0.000027
122,"banner, katharine m.",5,5,1,41,5,0.571429,0,13,1,10,0.000089
123,"bar david, shirli",5,5,1,1,5,1,0,44,1,10,0.000039
124,"barao-nobrega, jose antonio lemos",2,2,1,2,2,1,0,45,1,1,0.000008
125,"barata, izabela m.",15,15,3,11,15,0.173646,0.003691,0,0.314286,33,0.000518
126,"baribeau, aimie",2,2,1,0,2,1,0,46,1,1,0.000008
127,"barichivich, william j.",9,11,2,38,9,0.196525,0.0038,0,0.666667,24,0.005367
128,"barik, souvik",2,2,1,0,2,1,0,47,1,1,0.000008
129,"barnas, gabriella r.",4,4,1,12,4,0.140194,0,0,1,6,0.009113
130,"barnett, jenny",5,5,1,41,5,0.571429,0,13,1,10,0.000089
131,"barnhart, patrick d.",6,6,1,2,6,0.118425,0,0,1,15,0.000096
132,"barnick, kelsey a.",3,3,1,0,3,0.142742,0,0,1,3,0.003706
133,"barreto, elisa",3,3,1,6,3,0.666667,0,48,1,3,0.000018
134,"barrett, kyle",4,4,2,23,4,0.483871,0.000004,41,0.5,3,0.000028
135,"barros, yara",13,13,1,1,13,0.172818,0,0,1,78,0.009342
136,"barrows, cameron",3,3,1,2,3,0.139544,0,0,1,3,0.000034
137,"barta, barbara",4,4,1,4,4,0.833333,0,49,1,6,0.000027
138,"barton, christopher d.",4,4,1,8,4,1,0,50,1,6,0.000025
139,"barton, daniel c.",4,4,1,0,4,0.151424,0,0,1,6,0.000755
140,"bartoszek, ian a.",6,6,1,11,6,0.16569,0,0,1,15,0.00061
141,"bartz, krista k.",4,4,1,4,4,0.461538,0,3,1,6,0.000043
142,"barzaghi, benedetta",18,22,2,52,18,0.6875,0.000001,19,0.843137,129,0.002119
143,"bashyal, ashish",6,6,1,0,6,0.607143,0,51,1,15,0.000081
144,"basile, marco",4,4,1,4,4,1,0,32,1,6,0.000025
145,"bata, madeleine ngo",4,4,1,13,4,0.150474,0,0,1,6,0.000076
146,"bauder, javan m.",3,3,1,15,3,0.133699,0,0,1,3,0.000071
147,"bauer, dominik",41,41,1,3,41,0.182617,0,0,1,820,0.948232
148,"baumann, kathrin",18,18,1,16,18,0.144271,0,0,1,153,0.003289
149,"baumann, matthias",7,12,2,29,7,0.153947,0,0,0.952381,20,0.00042
150,"baumann, peter",5,5,1,0,5,1,0,52,1,10,0.000039
151,"baumgardt, jeremy a.",5,5,2,8,5,0.157303,0.000823,0,0.4,4,0.000036
152,"bayly, nicholas j.",9,9,2,3,9,0.187111,0.000823,0,0.611111,22,0.000189
153,"beasley, emily m.",1,1,1,3,1,1,0,53,0,0,0.000003
154,"beaudrot, l.",24,24,2,24,24,0.192433,0.009628,0,0.608696,168,0.003478
155,"bechet, arnaud",4,4,1,34,4,0.642857,0,54,1,6,0.000032
156,"bedoya-duran, maria juliana",2,2,1,1,2,0.125946,0,0,1,1,0.000016
157,"bedrinana-romano, luis",8,8,1,13,8,1,0,11,1,28,0.000122
158,"bedward, michael",3,6,2,7,3,0.551724,0,55,1,3,0.000067
159,"begum, r. h.",4,4,1,7,4,1,0,6,1,6,0.000025
160,"beier, paul",5,5,1,10,5,0.203629,0,0,1,10,0.000389
161,"beilke, stephanie",2,2,1,0,2,0.157111,0,0,1,1,0.000023
162,"beissinger, steven r.",11,11,2,10,11,0.11684,0.003278,0,0.563636,31,0.000145
163,"bejraburnin, thawatchai",5,5,1,9,5,0.777778,0,56,1,10,0.000041
164,"bekker, dick l.",3,3,1,10,3,0.153329,0,0,1,3,0.000187
165,"belaire, j. amy",22,22,1,44,22,0.162323,0,0,1,231,0.041391
166,"belant, j. l.",25,34,6,41,25,0.203629,0.020184,0,0.313333,94,0.001722
167,"belisle, marc",3,3,1,5,3,0.565217,0,57,1,3,0.000029
168,"bell, christine m.",16,16,1,19,16,0.173178,0,0,1,120,0.001628
169,"bellier, edwige",2,2,1,7,2,0.176993,0,0,1,1,0.000108
170,"bellingham, peter j.",10,10,1,26,10,0.625,0,58,1,45,0.000274
171,"belluardo, francesco",9,9,1,2,9,0.578947,0,19,1,36,0.000896
172,"bence, james r.",3,3,1,2,3,0.120669,0,0,1,3,0.000035
173,"benitez-malvido, julieta",4,4,1,0,4,1,0,59,1,6,0.000025
174,"benken, theodor",18,18,1,16,18,0.144271,0,0,1,153,0.003289
175,"bennett, ruth e.",7,7,1,2,7,0.187062,0,0,1,21,0.000181
176,"bennitt, emily",41,41,1,3,41,0.182617,0,0,1,820,0.948232
177,"benoit, david",2,2,1,13,2,1,0,60,1,1,0.000008
178,"benson, thomas j.",5,5,1,7,5,1,0,61,1,10,0.000039
179,"berberich, m. e.",4,4,1,0,4,1,0,62,1,6,0.000025
180,"berg, ake",6,6,1,15,6,1,0,63,1,15,0.000058
181,"bergallo, helena godoy",5,11,3,27,5,0.692308,0,64,1,10,0.000047
182,"bergamini, ariel",6,7,2,4,6,0.75,0.000001,43,0.733333,11,0.000049
183,"bernard, henry",12,12,2,151,12,0.177906,0.005299,0,0.469697,31,0.00042
184,"berney, christophe",5,5,1,0,5,1,0,52,1,10,0.000039
185,"bersacola, elena",3,3,1,0,3,1,0,65,1,3,0.000015
186,"berthier, karine",6,6,1,35,6,0.193938,0,0,1,15,0.000305
187,"bertram, mark r.",4,4,1,9,4,0.421053,0,3,1,6,0.00004
188,"besnard, aurelien",9,9,2,36,9,1,0.000006,54,0.444444,16,0.000068
189,"bettoli, p. w.",4,6,2,16,4,0.157111,0,0,1,6,0.000032
190,"betts, matthew g.",7,7,4,258,7,0.180173,0.004996,0,0.190476,4,0.000126
191,"beyer, dean e.",17,22,4,38,17,0.201712,0.008415,0,0.375,51,0.000548
192,"beytell, piet c.",5,5,1,5,5,0.108344,0,0,1,10,0.000048
193,"bezerra, daniel",4,4,1,12,4,0.611111,0,25,1,6,0.000038
194,"bhatnagar, yash veer",6,6,1,3,6,0.140222,0,0,1,15,0.000078
195,"bhatta, shiv raj",12,12,1,0,12,0.17129,0,0,1,66,0.003686
196,"bhattarai, nishan",5,5,1,12,5,0.586207,0,51,1,10,0.000062
197,"bhattarai, santosh",6,6,1,0,6,0.607143,0,51,1,15,0.000081
198,"bicca-marques, julio cesar",2,2,1,11,2,1,0,28,1,1,0.000008
199,"bijack, nelson j. c.",14,14,1,0,14,0.149756,0,0,1,91,0.002076
200,"bino, g.",5,5,1,9,5,0.147846,0,0,1,10,0.000057
201,"bischof, r.",22,22,2,65,22,0.180911,0.001644,0,0.688312,159,0.003383
202,"bishop, andrew a.",7,8,2,11,7,1,0.000001,66,0.571429,12,0.00005
203,"bisi, f.",12,19,2,2,12,1,0,34,0.939394,62,0.000396
204,"bissonette, john a.",3,3,1,51,3,0.11804,0,0,1,3,0.000026
205,"bista, damber",10,10,1,4,10,0.173115,0,0,1,45,0.003295
206,"bitariho, robert",18,18,1,0,18,0.180818,0,0,1,153,0.003323
207,"bitsindou, abdon",17,17,1,0,17,1,0,38,1,136,0.001946
208,"bittner, torsten",18,18,1,16,18,0.144271,0,0,1,153,0.003289
209,"bjelke, ulf",17,17,1,48,17,0.156937,0,0,1,136,0.002638
210,"bjork, robin",11,11,1,13,11,0.761905,0,67,1,55,0.000348
211,"blaalid, rakel",9,9,1,1,9,1,0,33,1,36,0.000172
212,"blackburn, jason k.",3,3,1,22,3,0.666667,0,48,1,3,0.000018
213,"blackman, rosetta c.",8,8,1,27,8,1,0,68,1,28,0.000122
214,"blakesley, jennifer a.",4,4,1,57,4,0.150746,0,0,1,6,0.000058
215,"blakey, rachel v.",6,6,1,4,6,0.129701,0,0,1,15,0.000129
216,"blanc, frederic",4,4,1,0,4,1,0,69,1,6,0.000025
217,"blanc, laetitia",4,4,1,20,4,0.121332,0,0,1,6,0.000073
218,"blanco, cristina m.",1,1,1,3,1,1,0,70,0,0,0.000003
219,"blanco-aguiar, jose a.",3,3,1,0,3,1,0,2,1,3,0.000015
220,"blangiardo, marta",7,7,1,7,7,1,0,71,1,21,0.000085
221,"blank, peter j.",4,4,1,14,4,0.1862,0,0,1,6,0.000166
222,"blass, chad r.",3,3,1,4,3,1,0,72,1,3,0.000015
223,"bled, florent",15,21,6,147,15,0.229545,0.023987,0,0.266667,28,0.000762
224,"bleisch, william v.",3,4,2,18,3,1,0,73,0.666667,2,0.000013
225,"blendinger, pedro g.",9,9,1,16,9,0.157918,0,0,1,36,0.000538
226,"block, william m.",4,4,1,16,4,0.14332,0,0,1,6,0.000047
227,"blomberg, erik j.",10,10,3,9,10,0.65625,0.000037,74,0.355556,16,0.000089
228,"blum, annalise g.",2,2,1,17,2,0.177616,0,0,1,1,0.000097
229,"bly, bartholomew",3,3,1,9,3,0.615385,0,75,1,3,0.000021
230,"boase, james c.",6,6,1,0,6,1,0,76,1,15,0.000058
231,"boehm, s. m.",8,8,1,5,8,1,0,77,1,28,0.000122
232,"boehning-gaese, k.",8,8,1,5,8,1,0,77,1,28,0.000122
233,"boensel, andre",18,18,1,16,18,0.144271,0,0,1,153,0.003289
234,"boerner, konstantin",10,10,1,0,10,0.144788,0,0,1,45,0.0005
235,"boettcher, ruth",8,8,1,10,8,0.170115,0,0,1,28,0.000204
236,"bohara, dabal",12,12,1,0,12,0.17129,0,0,1,66,0.003686
237,"bohnett, eve",10,13,2,2,10,1,0.000001,1,0.777778,35,0.000163
238,"bohus, attila",4,4,1,4,4,0.833333,0,49,1,6,0.000027
239,"boman, erik",3,3,1,0,3,1,0,78,1,3,0.000015
240,"bombillon, nicolas",5,5,1,13,5,0.121342,0,0,1,10,0.000089
241,"bonacic, cristian",8,8,1,39,8,0.163223,0,0,1,28,0.000253
242,"bonavigo, paulo h.",3,3,1,1,3,0.565217,0,79,1,3,0.000034
243,"bond, monica l.",1,1,1,35,1,1,0,80,0,0,0.000003
244,"bonn, aletta",18,18,1,16,18,0.144271,0,0,1,153,0.003289
245,"bonneau, mathieu",7,7,1,18,7,0.134028,0,0,1,21,0.000187
246,"bonner, simon j.",4,4,1,8,4,1,0,50,1,6,0.000025
247,"bonnot, thomas w.",2,2,1,2,2,0.1478,0,0,1,1,0.000026
248,"bonsen, gavin t.",6,6,1,0,6,1,0,81,1,15,0.000058
249,"bonter, david n.",5,5,1,88,5,0.128627,0,0,1,10,0.000054
250,"booms, travis l.",5,5,1,1,5,0.777778,0,82,1,10,0.000048
251,"boone, edward l.",5,5,1,18,5,0.14914,0,0,1,10,0.000049
252,"bordage, daniel",5,5,1,1,5,0.20131,0,0,1,10,0.000273
253,"borkhataria, rena r.",7,7,1,18,7,0.134028,0,0,1,21,0.000187
254,"boron, valeria",6,6,1,26,6,1,0,83,1,15,0.000058
255,"bortolotti, gr",1,1,1,17,1,1,0,84,0,0,0.000003
256,"botero-canola, sebastian",5,5,1,10,5,1,0,85,1,10,0.000039
257,"botsch, yves",5,7,2,35,5,0.17706,0,0,1,10,0.000155
258,"bouchard, colin",8,8,1,0,8,1,0,36,1,28,0.000122
259,"bouffard, m. c.",4,4,1,0,4,1,0,62,1,6,0.000025
260,"bouley, paola",2,2,1,10,2,0.108294,0,0,1,1,0.000015
261,"bouros, george",5,5,1,13,5,0.15188,0,0,1,10,0.000932
262,"bower, michael r.",3,3,1,23,3,0.173967,0,0,1,3,0.000123
263,"bowler, diana e.",18,18,1,16,18,0.144271,0,0,1,153,0.003289
264,"bowles, matthew",41,41,1,3,41,0.182617,0,0,1,820,0.948232
265,"boyce, mark s.",3,3,1,30,3,0.172334,0,0,1,3,0.002136
266,"bradbury, steve",1,1,1,25,1,0.157129,0,0,0,0,0.000013
267,"bradke, danielle r.",6,6,1,27,6,0.105981,0,0,1,15,0.000073
268,"bradstock, ross a.",3,6,2,7,3,0.551724,0,55,1,3,0.000067
269,"brady, ryan s.",4,4,1,15,4,1,0,86,1,6,0.000025
270,"branch, lyn",7,7,2,43,7,0.144065,0.000823,0,0.52381,11,0.000081
271,"brandt, laura a.",14,20,3,20,14,0.148607,0.002029,0,0.615385,56,0.000394
272,"brashares, j. s.",10,14,4,156,10,0.177282,0.00207,0,0.355556,16,0.027345
273,"brassine, alienor",41,41,1,3,41,0.182617,0,0,1,820,0.948232
274,"braud, yoan",5,5,1,2,5,0.692308,0,54,1,10,0.000045
275,"brawn, jeffrey d.",5,5,1,7,5,1,0,61,1,10,0.000039
276,"breckheimer, ian k.",6,6,1,1,6,0.136473,0,0,1,15,0.000068
277,"breheret, nathalie",17,17,1,0,17,1,0,38,1,136,0.001946
278,"brehme, cheryl s.",9,11,2,69,9,0.219191,0.000414,0,0.722222,26,0.003798
279,"breininger, daniel j.",3,3,1,3,3,0.588235,0,87,1,3,0.000042
280,"breininger, david r.",10,17,3,14,10,1,0.000002,87,0.688889,31,0.000143
281,"breininger, robert d.",3,3,1,3,3,0.588235,0,87,1,3,0.000042
282,"brejao, gabriel lourenco",3,3,1,23,3,0.185686,0,0,1,3,0.000129
283,"brennan, leonard a.",3,3,1,2,3,0.157268,0,0,1,3,0.000029
284,"brereton, t. m.",6,6,1,29,6,1,0,88,1,15,0.000058
285,"brewer, m. j.",4,4,1,5,4,1,0,89,1,6,0.000025
286,"brewer, shannon k.",3,4,2,13,3,1,0,90,1,3,0.000015
287,"briggs, andrew s.",6,6,1,0,6,1,0,76,1,15,0.000058
288,"briggs-gonzalez, venetia",8,8,1,12,8,0.133623,0,0,1,28,0.000248
289,"brinck, kevin w.",6,6,1,4,6,1,0,91,1,15,0.000058
290,"brittain, stephanie",4,4,1,13,4,0.150474,0,0,1,6,0.000076
291,"broadbent, eben",4,4,1,10,4,0.148561,0,0,1,6,0.00024
292,"brodie, bekka s.",8,8,1,7,8,0.132286,0,0,1,28,0.000337
293,"brodie, jedediah f.",8,9,3,134,8,0.166549,0.000412,0,0.75,21,0.000281
294,"broekhuis, femke",55,57,4,16,55,0.191833,0.016656,0,0.585185,869,0.957826
295,"brommer, j. e.",3,3,1,15,3,1,0,8,1,3,0.000015
296,"brook, barry w.",10,10,1,2,10,1,0,92,1,45,0.000239
297,"brosi, berry",5,5,1,4,5,0.144065,0,0,1,10,0.000078
298,"brown, donald j.",5,5,1,6,5,0.647059,0,93,1,10,0.00005
299,"brown, larry r.",8,8,1,0,8,0.625,0,58,1,28,0.000168
300,"brown, mary e.",9,11,2,38,9,0.196525,0.0038,0,0.666667,24,0.005367
301,"browne, luke",4,4,1,5,4,1,0,94,1,6,0.000025
302,"bruelheide, helge",18,18,1,16,18,0.144271,0,0,1,153,0.003289
303,"brusa, jamie l.",4,4,1,5,4,0.148311,0,0,1,6,0.000035
304,"brussee, brianne e.",7,7,1,11,7,0.145668,0,0,1,21,0.000104
305,"buchanan, joseph b.",5,5,1,1,5,0.777778,0,82,1,10,0.000048
306,"buckland, stephen t.",3,3,1,12,3,1,0,95,1,3,0.000015
307,"buckley, david s.",5,5,1,21,5,0.857143,0,26,1,10,0.00004
308,"budy, phaedra",3,3,1,30,3,1,0,96,1,3,0.000015
309,"buedi, eric b.",5,5,1,36,5,0.150666,0,0,1,10,0.000795
310,"buehler, david a.",6,6,2,34,6,1,0.000001,26,0.666667,10,0.000043
311,"buendia, cristina",6,6,1,0,6,1,0,97,1,15,0.000058
312,"buisson, laetitia",4,4,1,0,4,1,0,69,1,6,0.000025
313,"bullock, james m.",6,6,1,265,6,0.135298,0,0,1,15,0.000329
314,"bump, joseph k.",4,4,1,13,4,0.168614,0,0,1,6,0.000085
315,"bunn, stuart e.",5,5,1,18,5,0.14914,0,0,1,10,0.000049
316,"burbach, klaus",17,17,1,48,17,0.156937,0,0,1,136,0.002638
317,"burkhalter, c.",8,8,1,3,8,0.114978,0,0,1,28,0.000134
318,"burnett, ryan d.",1,1,1,14,1,1,0,98,0,0,0.000003
319,"burns, thomas",5,5,1,1,5,0.356164,0,20,1,10,0.000047
320,"burton, a. cole",5,8,2,138,5,0.150666,0,0,1,10,0.000795
321,"bush, clint l.",5,5,1,2,5,0.441176,0,41,1,10,0.000047
322,"busso, juan m.",6,6,1,19,6,0.15393,0,0,1,15,0.000394
323,"bustamante, javier",3,3,1,7,3,1,0,99,1,3,0.000015
324,"buxton, andrew s.",3,3,1,5,3,0.148001,0,0,1,3,0.000055
325,"buzzard, paul j.",2,2,1,3,2,0.75,0,73,1,1,0.000009
326,"byerly, paige a.",3,3,1,2,3,0.143364,0,0,1,3,0.000059
327,"cabello, javier",7,7,1,2,7,1,0,9,1,21,0.000085
328,"cabodevilla, xabier",6,8,2,6,6,0.185808,0.000274,0,0.733333,11,0.000168
329,"cabrera, j.",6,6,1,12,6,1,0,100,1,15,0.000058
330,"caccianiga, m.",5,5,1,10,5,0.160846,0,0,1,10,0.000065
331,"calderon, ana patricia",18,18,1,32,18,0.176927,0,0,1,153,0.013161
332,"calderon-parra, rafael",14,14,1,1,14,1,0,101,1,91,0.000821
333,"call, erynn m.",5,5,1,4,5,0.4375,0,74,1,10,0.000047
334,"callas, r. l.",3,4,2,95,3,0.151408,0,0,1,3,0.000726
335,"calvo, jose f.",12,19,5,44,12,0.204129,0.001098,0,0.378788,25,0.000461
336,"cam, emmanuelle",2,2,1,78,2,0.205404,0,0,1,1,0.000238
337,"camargo, ulisses m.",3,3,1,22,3,0.176794,0,0,1,3,0.00015
338,"cameron, alan d.",3,3,1,3,3,1,0,102,1,3,0.000015
339,"camino, micaela",7,12,2,29,7,0.153947,0,0,0.952381,20,0.00042
340,"campa, henry, iii",5,5,1,13,5,0.170897,0,0,1,10,0.000069
341,"campbell, ruairidh d.",7,7,1,12,7,0.177549,0,0,1,21,0.000269
342,"campbell, tyler a.",8,8,2,17,8,0.186494,0.002053,0,0.464286,13,0.000144
343,"candelario, luis",5,5,1,12,5,0.157601,0,0,1,10,0.025671
344,"canedoli, claudia",16,16,1,52,16,0.66,0,19,1,120,0.00198
345,"cannings, syd",16,16,1,19,16,0.173178,0,0,1,120,0.001628
346,"cannon, jeffery b.",3,3,1,0,3,0.134551,0,0,1,3,0.000035
347,"caputo, beniamino",7,7,1,7,7,1,0,71,1,21,0.000085
