"Element","h_index","g_index","m_index","TC","NP","PY_start"
"BEGUM RH","1","1","0.250","10","1","2021"
"BEIER P","1","1","0.077","10","1","2012"
"BEILKE S","1","1","0.333","1","1","2022"
"BEJRABURNIN T","1","1","0.200","14","1","2020"
"BEKKER DL","1","1","0.100","13","1","2015"
"BELAIRE JA","1","1","0.250","44","1","2021"
"BELL CM","1","1","0.200","24","1","2020"
"BELLIER E","1","1","0.143","8","1","2018"
"BELLINGHAM PJ","1","1","0.091","27","1","2014"
"BELLUARDO F","1","1","0.333","8","1","2022"
"BENCE JR","1","1","0.200","2","1","2020"
"BENKEN T","1","1","0.250","29","1","2021"
"BENNETT RE","1","1","0.333","8","1","2022"
"BENNITT E","1","1","0.333","7","1","2022"
"BENOIT D","1","1","0.143","14","1","2018"
"BENSON TJ","1","1","0.143","7","1","2018"
"BENÍTEZ-MALVIDO J","1","1","0.333","1","1","2022"
"BERG Å","1","1","0.143","15","1","2018"
"BERNARDOS JN","1","1","0.100","28","1","2015"
"BERTHIER K","1","1","0.100","40","1","2015"
"BERTRAM MR","1","1","0.100","10","1","2015"
"BEYTELL PC","1","1","0.111","5","1","2016"
"BEZERRA D","1","1","0.143","15","1","2018"
"BHATNAGAR YV","1","1","0.250","4","1","2021"
"BHATTA SR","1","1","0.333","1","1","2022"
"BHATTARAI N","1","1","0.167","20","1","2019"
"BHATTARAI S","1","1","0.333","2","1","2022"
"BICCA-MARQUES JC","1","1","0.167","15","1","2019"
"BINO G","1","1","0.143","12","1","2018"
"BISSONETTE JA","1","1","0.071","57","1","2011"
"BISTA D","1","1","0.200","5","1","2020"
"BITARIHO R","1","1","0.333","2","1","2022"
"BITSINDOU A","1","1","0.333","4","1","2022"
"BITTNER T","1","1","0.250","29","1","2021"
"BJELKE U","1","1","0.167","57","1","2019"
"BJORK R","1","1","0.167","15","1","2019"
"BLAALID R","1","1","0.500","1","1","2023"
"BLACKBURN JK","1","1","0.143","24","1","2018"
"BLACKMAN RC","1","1","0.167","32","1","2019"
"BLAKESLEY JA","1","1","0.077","58","1","2012"
"BLAKEY RV","1","1","0.250","8","1","2021"
"BLANC L","1","1","0.091","21","1","2014"
"BLANCO CM","1","1","0.200","4","1","2020"
"BLANCO-AGUIAR JA","1","1","0.333","7","1","2022"
"BLANGIARDO M","1","1","0.167","7","1","2019"
"BLANK PJ","1","1","0.083","15","1","2013"
"BLASS CR","1","1","0.200","4","1","2020"
"BLENDINGER PG","1","1","0.200","20","1","2020"
"BLOCK WM","1","1","0.111","16","1","2016"
"BLUM AG","1","1","0.143","21","1","2018"
"BLY B","1","1","0.071","12","1","2011"
"BOEHNING-GAESE K","1","1","0.077","5","1","2012"
"BOETTCHER R","1","1","0.100","10","1","2015"
"BOHARA D","1","1","0.333","1","1","2022"
"BOHNETT E","1","1","0.333","4","1","2022"
"BOHNETT ET","1","1","0.250","2","1","2021"
"BOHUS A","1","1","0.250","11","1","2021"
"BOMAN E","1","1","0.333","1","1","2022"
"BOMBILLON N","1","1","0.167","13","1","2019"
"BONACIC C","1","1","0.083","44","1","2013"
"BONAVIGO PH","1","1","0.250","6","1","2021"
"BOND ML","1","1","0.100","37","1","2015"
"BONN A","1","1","0.250","29","1","2021"
"BONNEAU M","1","1","0.125","23","1","2017"
"BONNER SJ","1","1","0.200","9","1","2020"
"BONNOT TW","1","1","0.333","2","1","2022"
"BONSEN GT","1","1","0.333","2","1","2022"
"BONTER DN","1","1","0.071","98","1","2011"
"BOOMS TL","1","1","0.333","1","1","2022"
"BOONE EL","1","1","0.083","19","1","2013"
"BORDAGE D","1","1","0.200","3","1","2020"
"BORKHATARIA RR","1","1","0.125","23","1","2017"
"BORON V","1","1","0.167","35","1","2019"
"BORTOLOTTI GR","1","1","0.053","17","1","2006"
"BOTERO-CAÑOLA S","1","1","0.167","12","1","2019"
"BOUCHARD C","1","1","0.333","1","1","2022"
"BOULEY P","1","1","0.167","10","1","2019"
"BOUROS G","1","1","0.125","14","1","2017"
"BOWER MR","1","1","0.125","28","1","2017"
"BOWLER DE","1","1","0.250","29","1","2021"
"BOWLES M","1","1","0.333","7","1","2022"
"BOYCE MS","1","1","0.143","36","1","2018"
"BRADBURY S","1","1","0.091","27","1","2014"
"BRADKE DR","1","1","0.143","33","1","2018"
"BRADY RS","1","1","0.100","17","1","2015"
"BRANCH L","1","1","0.100","44","1","2015"
"BRANCH LC","1","1","0.250","3","1","2021"
"BRASSINE A","1","1","0.333","7","1","2022"
"BRAUD Y","1","1","0.250","5","1","2021"
"BRAWN JD","1","1","0.143","7","1","2018"
"BRECKHEIMER IK","1","1","0.167","3","1","2019"
"BREHERET N","1","1","0.333","4","1","2022"
"BREININGER DJ","1","1","0.167","4","1","2019"
"BREININGER RD","1","1","0.167","4","1","2019"
"BREJAO GL","1","1","0.143","25","1","2018"
"BRENNAN LA","1","1","0.167","3","1","2019"
"BRERETON TM","1","1","0.167","35","1","2019"
"BREWER MJ","1","1","0.091","6","1","2014"
"BREWER SK","1","2","0.125","13","2","2017"
"BRIGGS-GONZALEZ V","1","1","0.167","13","1","2019"
"BRINCK KW","1","1","0.125","4","1","2017"
"BRITTAIN S","1","1","0.200","18","1","2020"
"BROADBENT E","1","1","0.200","13","1","2020"
"BRODIE BS","1","1","0.167","7","1","2019"
"BROMMER JE","1","1","0.125","18","1","2017"
"BROOK BW","1","1","0.100","3","1","2015"
"BROSI B","1","1","0.200","4","1","2020"
"BROWN DJ","1","1","0.167","8","1","2019"
"BROWN LR","1","1","0.333","1","1","2022"
"BROWNE L","1","1","0.200","7","1","2020"
"BRUELHEIDE H","1","1","0.250","29","1","2021"
"BRUSA JL","1","1","0.200","5","1","2020"
"BRUSSEE BE","1","1","0.143","35","1","2018"
"BUCHANAN JB","1","1","0.333","1","1","2022"
"BUCKLAND ST","1","1","0.111","13","1","2016"
"BUCKLEY DS","1","1","0.111","22","1","2016"
"BUDY P","1","1","0.100","32","1","2015"
"BUEDI EB","1","1","0.071","37","1","2011"
"BUENDIA C","1","1","0.333","1","1","2022"
"BULLOCK JM","1","1","0.111","300","1","2016"
"BUMP JK","1","1","0.200","21","1","2020"
"BUNN SE","1","1","0.083","19","1","2013"
"BURBACH K","1","1","0.167","57","1","2019"
"BURKHALTER C","1","1","0.143","4","1","2018"
"BURNETT RD","1","1","0.100","15","1","2015"
"BURNS T","1","1","0.333","2","1","2022"
"BUSH CL","1","1","0.125","3","1","2017"
"BUSSO JM","1","1","0.167","24","1","2019"
"BUSTAMANTE J","1","1","0.067","7","1","2010"
"BUXTON AS","1","1","0.250","7","1","2021"
"BUZZARD PJ","1","1","0.143","3","1","2018"
"BYERLY PA","1","1","0.200","3","1","2020"
"BÉCHET A","1","1","0.077","36","1","2012"
"BÉLISLE M","1","1","0.250","10","1","2021"
"BÖHM SM","1","1","0.077","5","1","2012"
"BÖNSEL A","1","1","0.250","29","1","2021"
"BÖRNER K","1","1","0.333","3","1","2022"
"CABELLO J","1","1","0.250","2","1","2021"
"CABRERA J","1","1","0.200","16","1","2020"
"CACCIANIGA M","1","1","0.111","12","1","2016"
"CALDERÓN AP","1","1","0.143","35","1","2018"
"CALDERÓN-PARRA R","1","1","0.250","1","1","2021"
"CALL EM","1","1","0.200","4","1","2020"
"CAM E","1","1","0.071","81","1","2011"
"CAMARGO UM","1","1","0.100","22","1","2015"
"CAMERON AD","1","1","0.200","3","1","2020"
"CAMPA H","1","1","0.100","16","1","2015"
"CAMPBELL RD","1","1","0.111","16","1","2016"
"CANDELARIO L","1","1","0.125","13","1","2017"
"CANEDOLI C","1","1","0.143","62","1","2018"
"CANNINGS S","1","1","0.200","24","1","2020"
"CANNON JB","1","1","0.333","1","1","2022"
"CAPUTO B","1","1","0.167","7","1","2019"
"CARAZO-SALAZAR J","1","1","0.143","35","1","2018"
"CARDADOR L","1","1","0.333","2","1","2022"
"CARDENAS JS","1","1","0.100","52","1","2015"
"CARLE RD","1","1","0.200","1","1","2020"
"CARLISLE JD","1","2","0.111","9","2","2016"
"CARLSON SM","1","1","0.167","1","1","2019"
"CARMICHAEL RH","1","1","0.333","1","1","2022"
"CARRETE M","1","1","0.333","2","1","2022"
"CARRETERO MA","1","1","0.143","62","1","2018"
"CARRILLO-PERCASTEGUI SE","1","1","0.100","121","1","2015"
"CARRILLO-RUBIO E","1","1","0.091","23","1","2014"
"CARROLL CR","1","1","0.067","27","1","2010"
"CARTER SP","1","1","0.333","3","1","2022"
"CARVALHO EAR","1","1","0.250","6","1","2021"
"CARVELL C","1","1","0.167","361","1","2019"
"CASHINS SD","1","1","0.100","4","1","2015"
"CASPER AF","1","1","0.111","9","1","2016"
"CASSEL KW","1","1","0.167","2","1","2019"
"CASTAÑEDA F","1","1","0.143","35","1","2018"
"CASTAÑEDA PGD","1","1","0.100","52","1","2015"
"CASTILLO JA","1","1","0.143","10","1","2018"
"CASTLEBERRY SB","1","1","0.083","21","1","2013"
"CASTRO G","1","1","0.333","4","1","2022"
"CATLIN DH","1","1","0.143","4","1","2018"
"CATTERALL CP","1","1","0.100","32","1","2015"
"CAVADA N","1","1","0.167","27","1","2019"
"CAYUELA H","1","1","0.077","36","1","2012"
"CECALA KK","1","1","0.143","15","1","2018"
"CERQUEIRA MC","1","1","0.083","13","1","2013"
"CHABOT EJ","1","1","0.333","1","1","2022"
"CHADWICK A","1","1","0.333","2","1","2022"
"CHAMBERT T","1","1","0.125","21","1","2017"
"CHAMPAGNON J","1","1","0.333","1","1","2022"
"CHAN KMA","1","1","0.333","1","1","2022"
"CHANDLER RE","1","1","0.143","37","1","2018"
"CHANDRA K","1","1","0.333","3","1","2022"
"CHASE M","1","1","0.333","7","1","2022"
"CHAUVET E","1","1","0.333","4","1","2022"
"CHELGREN ND","1","1","0.167","15","1","2019"
"CHEN DJ","1","1","0.333","3","1","2022"
"CHEN GK","1","1","0.083","108","1","2013"
"CHEN MH","1","1","0.100","12","1","2015"
"CHENIER C","1","1","0.143","4","1","2018"
"CHERRY MJ","1","1","0.333","4","1","2022"
"CHESTNUT T","1","1","0.167","3","1","2019"
"CHETKIEWICZ CLB","1","1","0.143","4","1","2018"
"CHIRIAC S","1","1","0.125","14","1","2017"
"CHOQUET R","1","1","0.143","30","1","2018"
"CHRISTENSEN SA","1","1","0.250","3","2","2021"
"CIOCANEA C","1","1","0.167","7","1","2019"
"CIOFI C","1","1","0.083","29","1","2013"
"CLARK A","1","1","0.143","33","1","2018"
"CLARK AE","1","1","0.167","13","1","2019"
"CLARK DA","1","1","0.083","39","1","2013"
"CLARKE MF","1","1","0.100","32","1","2015"
"CLEMENT MJ","1","1","0.083","21","1","2013"
"CLEMENTS GR","1","1","0.250","6","1","2021"
"CLEO F","1","1","0.333","1","1","2022"
"CLIPP HL","1","1","0.250","4","1","2021"
"CLISBY N","1","1","0.100","3","1","2015"
"CLOYED CS","1","1","0.333","1","1","2022"
"COBB DT","1","1","0.143","1","1","2018"
"COBOS C","1","1","0.333","5","1","2022"
"COBOS ME","1","1","0.333","1","1","2022"
"CODA J","1","1","0.143","11","1","2018"
"CODE S","1","1","0.111","9","1","2016"
"COETSEE AL","1","1","0.200","9","1","2020"
"COGLNICEANU D","1","1","0.125","7","1","2017"
"COHEN J","1","1","0.250","2","1","2021"
"COHEN MM","1","1","0.200","3","1","2020"
"COHEZ D","1","1","0.333","1","1","2022"
"COHN-HAFT M","1","1","0.083","13","1","2013"
"COLEMAN M","1","1","0.091","27","1","2014"
"COLLINS K","1","1","0.333","7","1","2022"
"COLLINS T","1","1","0.333","4","1","2022"
"COLODRO V","1","1","0.200","1","1","2020"
"COLVIN ME","1","1","0.200","4","1","2020"
"COMBRISSON D","1","1","0.250","5","1","2021"
"COMER CE","1","1","0.125","40","1","2017"
"COMLEY J","1","1","0.250","9","1","2021"
"COMPOSTELLA C","1","1","0.111","12","1","2016"
"COMPTON JA","1","1","0.333","3","1","2022"
"CONNER LM","1","1","0.333","4","1","2022"
"CONNER MM","1","1","0.100","32","1","2015"
"CONTRERAS-DÍAZ RG","1","1","0.333","1","1","2022"
"CONWAY WC","1","1","0.125","40","1","2017"
"COOCH EG","1","1","0.091","23","1","2014"
"COOK R","1","1","0.053","152","1","2006"
"COOK RN","1","1","0.200","7","1","2020"
"COOKE SJ","1","1","0.143","10","1","2018"
"COOKSLEY SL","1","1","0.091","6","1","2014"
"COON CAC","1","1","0.200","8","1","2020"
"COOP JD","1","1","0.167","9","1","2019"
"COOPER WJ","1","1","0.200","15","1","2020"
"COPE WG","1","1","0.111","6","1","2016"
"COPELAND HE","1","1","0.143","4","1","2018"
"CORCORAN D","1","1","0.250","8","1","2021"
"CORLETT RT","1","1","0.200","10","1","2020"
"CORRAL L","1","1","0.333","2","1","2022"
"COSTA S","1","1","0.333","1","1","2022"
"COSTA TVV","1","1","0.083","13","1","2013"
"COULSON T","1","1","0.125","46","1","2017"
"COUTO TBD","1","1","0.143","19","1","2018"
"COUTURIER T","1","1","0.250","5","1","2021"
"COZZI G","1","1","0.333","7","1","2022"
"CRABTREE RL","1","1","0.143","4","1","2018"
"CRAMPTON LH","1","1","0.125","4","1","2017"
"CRAWFORD CL","1","1","0.125","21","1","2017"
"CREGO RD","1","1","0.200","18","1","2020"
"CROMSIGT JPGM","1","1","0.250","13","1","2021"
"CRONE E","1","1","0.333","6","1","2022"
"CROOSE E","1","1","0.333","3","1","2022"
"CROSBY AD","1","1","0.143","4","1","2018"
"CROVETTO F","1","1","0.167","4","1","2019"
"CROWE A","1","1","0.111","300","1","2016"
"CRUICKSHANK SS","1","1","0.250","5","1","2021"
"CRUPI AP","1","1","0.250","1","1","2021"
"CRUZ J","1","1","0.333","6","1","2022"
"CRUZ P","1","2","0.125","86","2","2017"
"CUBAYNES S","1","1","0.143","30","1","2018"
"CUMMING GS","1","1","0.167","4","1","2019"
"CUNNINGHAM R","1","1","0.111","21","1","2016"
"CURRAN BK","1","1","0.333","4","1","2022"
"CURRAS MR","1","1","0.250","2","1","2021"
"CURTIS PD","1","1","0.067","105","1","2010"
"CURVEIRA-SANTOS G","1","2","0.250","14","2","2021"
"CUSACK JJ","1","1","0.125","46","1","2017"
"CWYNAR B","1","1","0.333","6","1","2022"
"D'SOUZA E","1","1","0.083","22","1","2013"
"DACOSTA KP","1","1","0.333","1","1","2022"
"DAILY GC","1","1","0.143","9","1","2018"
"DANIELSON BJ","1","1","0.091","3","1","2014"
"DAS SK","1","1","0.250","10","1","2021"
"DASKIN JH","1","1","0.250","10","1","2021"
"DAUWALTER DC","1","1","0.167","15","1","2019"
"DAVEY ML","1","1","0.500","1","1","2023"
"DAVIDSON I","1","1","0.100","32","1","2015"
"DAVIES ZG","1","1","0.111","20","1","2016"
"DAVIS R","1","1","0.111","36","1","2016"
"DAVIS RJ","1","1","0.250","5","1","2021"
"DAWSON FN","1","1","0.143","4","1","2018"
"DAWSON RD","1","1","0.053","17","1","2006"
"DE ANGELO C","1","1","0.333","1","2","2022"
"DE KNIJF G","1","1","0.167","57","1","2019"
"DE LA TORRE JA","1","1","0.200","13","1","2020"
"DE OLIVEIRA TV","1","1","0.143","9","1","2018"
"DE ORNELLAS P","1","1","0.200","18","1","2020"
"DEBOER JA","1","1","0.111","9","1","2016"
"DECHNER A","1","1","0.143","9","1","2018"
"DECKER S","1","1","0.333","2","1","2022"
"DEEPAK V","1","1","0.100","2","1","2015"
"DEERE NJ","1","1","0.167","35","1","2019"
"DEFRIES R","1","1","0.333","1","1","2022"
"DEGAETANO AT","1","1","0.071","98","1","2011"
"DELANEY KS","1","1","0.250","12","1","2021"
"DELEHANTY DJ","1","1","0.143","35","1","2018"
"DELLA TORRE A","1","1","0.167","7","1","2019"
"DELUCA W","1","1","0.167","21","1","2019"
"DELUCA WV","1","1","0.091","14","1","2014"
"DEMÉTRIO CGB","1","1","0.143","3","1","2018"
"DENNIS EB","1","1","0.167","35","1","2019"
"DENOËL M","1","1","0.333","2","1","2022"
"DENSMORE LD","1","1","0.250","1","1","2021"
"DEPERNO CS","1","1","0.250","2","1","2021"
"DEPPE JL","1","1","0.143","7","1","2018"
"DERLINDATI E","1","1","0.100","44","1","2015"
"DEVERS PK","1","1","0.200","3","1","2020"
"DEVESON E","1","1","0.100","40","1","2015"
"DEVICTOR V","1","1","0.077","36","1","2012"
"DEWAN A","1","1","0.063","248","1","2009"
"DEWAN K","1","1","0.333","1","1","2022"
"DEXTRASE AJ","1","1","0.167","6","1","2019"
"DEY DK","1","1","0.100","12","1","2015"
"DHANJAL-ADAMS KL","1","1","0.167","5","1","2019"
"DI BITETTI MS","1","2","0.125","86","2","2017"
"DI BLANCO Y","1","1","0.200","15","1","2020"
"DI NICOLA MR","1","1","0.333","8","1","2022"
"DIANA A","1","1","0.333","6","1","2022"
"DIAS DD","1","1","0.200","14","1","2020"
"DICKINSON JL","1","1","0.071","98","1","2011"
"DIEFENBACH DR","1","1","0.091","9","1","2014"
"DIEGMANN JS","1","1","0.125","4","1","2017"
"DINSMORE SJ","1","1","0.111","12","1","2016"
"DISTILLER G","1","1","0.250","1","1","2021"
"DLONIAK SM","1","1","0.333","2","1","2022"
"DOBBINS M","1","1","0.200","13","1","2020"
"DOBKIN DS","1","1","0.125","6","1","2017"
"DOBROWSKI SZ","1","1","0.111","36","1","2016"
"DOHERTY TS","1","1","0.200","9","1","2020"
"DOKA SE","1","1","0.143","10","1","2018"
"DOLEV A","1","1","0.200","3","1","2020"
"DOMINGUEZ AFR","1","1","0.143","14","1","2018"
"DONADÍO E","1","1","0.250","2","1","2021"
"DONNELLY D","1","1","0.091","6","1","2014"
"DONOVAN TM","1","1","0.063","10","1","2009"
"DOS SANTOS LR","1","1","0.167","7","1","2019"
"DRAKE DAR","1","2","0.167","6","2","2019"
"DRAKE DL","1","1","0.091","31","1","2014"
"DRAKE J","1","1","0.333","1","1","2022"
"DRAKE KL","1","1","0.111","16","1","2016"
"DRAPEAU P","1","1","0.091","21","1","2014"
"DRENSKE S","1","1","0.333","3","1","2022"
"DREW K","1","1","0.091","27","1","2014"
"DREWS A","1","1","0.250","29","1","2021"
"DRISCOLL DA","1","1","0.100","10","1","2015"
"DROEGE S","1","1","0.043","3108","1","2002"
"DROUILLY M","1","1","0.143","33","1","2018"
"DU PREEZ P","1","1","0.111","5","1","2016"
"DUARTE LD","1","1","0.143","9","1","2018"
"DUBOUR AJ","1","1","0.100","10","1","2015"
"DUCHAC LS","1","1","0.250","5","1","2021"
"DUCHAMP C","1","1","0.143","30","1","2018"
"DUCHAMP JE","1","1","0.125","3","1","2017"
"DUCKWORTH GD","1","1","0.143","9","1","2018"
"DUCLOS TR","1","1","0.167","21","1","2019"
"DUDLEY JG","1","1","0.111","16","1","2016"
"DUGELBY B","1","1","0.250","44","1","2021"
"DUNCAN RP","1","1","0.091","27","1","2014"
"DUNHAM JB","1","1","0.167","15","1","2019"
"DUNNING JB","1","1","0.111","22","1","2016"
"DUPUIS JA","1","1","0.071","2","1","2011"
"DURET C","1","1","0.333","2","1","2022"
"DURSO AM","1","1","0.083","24","1","2013"
"DYBALA KE","1","1","0.100","10","1","2015"
"DYCK MA","1","1","0.333","1","1","2022"
"DYER H","1","1","0.333","1","1","2022"
"DZIALAK MR","1","1","0.125","3","1","2017"
"DÁTTILO W","1","1","0.333","1","1","2022"
"DÍAZ-PANIAGUA C","1","1","0.067","7","1","2010"
"DÍAZ-RUIZ F","1","1","0.333","5","1","2022"
"EAKIN CJ","1","1","0.100","16","1","2015"
"EAMES JC","1","1","0.167","1","1","2019"
"EASTER T","1","1","0.167","10","1","2019"
"EATON MJ","1","1","0.167","5","1","2019"
"EDELBLUTTE E","1","1","0.200","8","1","2020"
"EDWARDS M","1","1","0.167","361","1","2019"
"EICHELBERGER BA","1","1","0.200","2","1","2020"
"EICHENBERG D","1","1","0.250","29","1","2021"
"ELLINGTON EH","1","1","0.125","3","1","2017"
"ELLIOTT-SMITH E","1","1","0.077","13","1","2012"
"ELLIS M","1","1","0.200","7","1","2020"
"ELLIS MM","1","1","0.167","6","1","2019"
"ELSEY EA","1","1","0.167","12","1","2019"
"ELSTON DA","1","1","0.083","17","1","2013"
"EMERSON SA","1","1","0.333","8","1","2022"
"EMMERTON CA","1","1","0.333","1","1","2022"
"ENDRESTOL A","1","1","0.500","1","1","2023"
"ENGILIS A","1","1","0.100","10","1","2015"
"EPPS CW","1","1","0.143","10","1","2018"
"ER KBH","1","1","0.250","3","1","2021"
"ERICKSON KD","1","1","0.250","13","1","2021"
"ESPINOSA S","1","1","0.333","2","1","2022"
"ESPINOZA-MUÑOZ D","1","1","0.250","7","1","2021"
"ESSER HJ","1","1","0.200","13","1","2020"
"ESTEVE MA","1","1","0.167","9","1","2019"
"ESTEVO CA","1","1","0.125","14","1","2017"
"EVANS AL","1","1","0.250","4","1","2021"
"EVANS BE","1","1","0.167","19","1","2019"
"EVANS JM","1","1","0.071","80","1","2011"
"EVENSON JR","1","1","0.077","13","1","2012"
"EWERS RM","1","1","0.125","59","1","2017"
"EYSTER HN","1","1","0.333","1","1","2022"
"FAGAN WF","1","1","0.077","92","1","2012"
"FAISAL MM","1","1","0.250","5","1","2021"
"FALCONER CM","1","1","0.111","16","1","2016"
"FALCONI M","1","1","0.333","1","1","2022"
"FALCY MR","1","1","0.091","3","1","2014"
"FALLON FW","1","1","0.083","15","1","2013"
"FALLON JE","1","1","0.083","15","1","2013"
"FANDJINOU K","1","1","0.250","2","1","2021"
"FARACI F","1","1","0.333","8","1","2022"
"FARHADINIA MS","1","1","0.125","85","1","2017"
"FARNSWORTH ML","1","1","0.125","6","1","2017"
"FARRELL S","1","1","0.250","2","1","2021"
"FARRIS SC","1","2","0.167","14","2","2019"
"FARÍAS-GONZÁLEZ V","1","1","0.333","1","1","2022"
"FATTEBERT J","1","1","0.167","33","1","2019"
"FAUST LJ","1","1","0.143","33","1","2018"
"FAY G","1","1","0.250","3","1","2021"
"FEARER T","1","1","0.167","8","1","2019"
"FEDY BC","1","1","0.143","4","1","2018"
"FENG JW","1","1","0.250","13","1","2021"
"FENG LM","1","1","0.167","25","1","2019"
"FENG RN","1","1","0.167","25","1","2019"
"FERNANDEZ-LÓPEZ J","1","1","0.333","7","1","2022"
"FERREGUETTI A","1","1","0.167","5","1","2019"
"FERREIRA MAR","1","1","0.111","126","1","2016"
"FESENMYER KA","1","1","0.167","15","1","2019"
"FIELD SA","1","1","0.045","545","1","2003"
"FIGEL JJ","1","1","0.167","12","1","2019"
"FIGUEIRA L","1","1","0.100","22","1","2015"
"FIGURA PJ","1","1","0.333","13","1","2022"
"FILIPPONI F","1","1","0.167","7","1","2019"
"FINEGAN B","1","1","0.250","7","1","2021"
"FINERTY GE","1","1","0.333","7","1","2022"
"FISCHER RA","1","1","0.083","33","1","2013"
"FISHER AC","1","1","0.091","11","1","2014"
"FITKIN S","1","1","0.200","10","1","2020"
"FLEMING KD","1","1","0.077","2","1","2012"
"FLEMING TL","1","1","0.067","28","1","2010"
"FLESCHUTZ MM","1","1","0.111","20","1","2016"
"FLESHER KM","1","1","0.143","9","1","2018"
"FLOCKHART DTT","1","1","0.333","2","1","2022"
"FLYMAN M","1","1","0.333","7","1","2022"
"FOGARTY FA","1","2","0.250","6","2","2021"
"FOGELL DJ","1","1","0.250","7","1","2021"
"FOLETTO F","1","1","0.333","1","1","2022"
"FONSECA C","1","1","0.333","4","1","2022"
"FONSECA CR","1","1","0.143","15","1","2018"
"FORD WM","1","1","0.167","8","1","2019"
"FORDHAM DA","1","1","0.100","3","1","2015"
"FORERO-MEDINA G","1","1","0.167","12","1","2019"
"FORMIA A","1","1","0.333","4","1","2022"
"FOSS C","1","1","0.250","2","1","2021"
"FOSSOY F","1","1","0.500","1","1","2023"
"FOSTER LJ","1","1","0.143","35","1","2018"
"FOSTER RJ","1","1","0.143","35","1","2018"
"FOSTER S","1","1","0.167","35","1","2019"
"FOWLER AJ","1","1","0.100","3","1","2015"
"FOWLER NL","1","1","0.250","5","1","2021"
"FOX R","1","1","0.167","35","1","2019"
"FRANCISCO DR","1","1","0.200","51","1","2020"
"FRANKLIN AB","1","1","0.045","1197","1","2003"
"FRANKLIN E","1","1","0.200","4","1","2020"
"FRASER JD","1","1","0.143","4","1","2018"
"FREEMAN MC","1","1","0.143","3","1","2018"
"FREIRE JDM","1","1","0.250","1","1","2021"
"FREY SJK","1","1","0.111","47","1","2016"
"FRIMPONG EA","1","1","0.071","27","1","2011"
"FRINK TJ","1","1","0.333","2","1","2022"
"FRISCH JR","1","1","0.143","15","1","2018"
"FRITTS MW","1","1","0.111","9","1","2016"
"FROEHLY JL","1","1","0.167","6","1","2019"
"FUJISAKI I","1","1","0.077","8","1","2012"
"FULLER RA","1","1","0.167","5","1","2019"
"FUNES MC","1","1","0.100","7","1","2015"
"FUNSTON PJ","1","1","0.200","14","1","2020"
"FURTADO MM","1","1","0.077","68","1","2012"
"GADE MR","1","1","0.333","1","1","2022"
"GAIGHER R","1","1","0.200","8","1","2020"
"GALETTI M","1","1","0.200","13","1","2020"
"GALLO S","1","1","0.200","4","1","2020"
"GALVAN SK","1","1","0.167","15","1","2019"
"GANTCHOFF MG","1","1","0.111","13","1","2016"
"GARCÉS-VARGAS J","1","1","0.143","17","1","2018"
"GARCÍA EJ","1","1","0.111","14","1","2016"
"GARCÍA JM","1","1","0.250","1","1","2021"
"GARCÍA K","1","1","0.200","1","1","2020"
"GARCÍA-DOMÍNGUEZ F","1","1","0.111","14","1","2016"
"GARCÍA-DÍAZ P","1","1","0.200","1","1","2020"
"GARDNER P","1","1","0.333","4","1","2022"
"GARRIE J","1","1","0.200","4","1","2020"
"GARRISON EP","1","1","0.333","4","1","2022"
"GARROTT RA","1","1","0.200","5","1","2020"
"GARTHWAITE DG","1","1","0.111","300","1","2016"
"GASTINEAU A","1","1","0.167","13","1","2019"
"GATORANO G","1","1","0.200","28","1","2020"
"GATTI S","1","1","0.091","21","1","2014"
"GAULKE SM","1","1","0.200","24","1","2020"
"GAUTIER R","1","1","0.056","135","1","2007"
"GAVIER-PIZARRO GI","1","1","0.200","20","1","2020"
"GAVRILIDIS AA","1","1","0.167","7","1","2019"
"GAYNOR KM","1","1","0.250","10","1","2021"
"GEHRING TM","1","1","0.200","4","1","2020"
"GENTILI R","1","1","0.250","1","1","2021"
"GEORGE TL","1","1","0.167","19","1","2019"
"GERVAIS A","1","1","0.250","10","1","2021"
"GESS SW","1","1","0.125","3","1","2017"
"GHOLIKHANI N","1","1","0.125","85","1","2017"
"GHOSHAL A","1","1","0.250","4","1","2021"
"GIBERTINI C","1","2","0.333","9","2","2022"
"GIBSON D","1","1","0.250","2","1","2021"
"GIBSON LA","1","1","0.071","13","1","2011"
"GIBSON-REINEMER DK","1","1","0.111","9","1","2016"
"GIELEN MC","1","2","0.333","8","2","2022"
"GILABERT H","1","1","0.083","44","1","2013"
"GILBERT SL","1","1","0.250","1","1","2021"
"GILL RE","1","1","0.143","4","1","2018"
"GILLANDERS BM","1","1","0.100","3","1","2015"
"GILLESPIE GR","1","1","0.125","47","1","2017"
"GILLILAND SG","1","1","0.333","2","1","2022"
"GIMONA A","1","1","0.083","44","1","2013"
"GIORDANO A","1","1","0.083","33","1","2013"
"GIORDANO AJ","1","1","0.100","104","1","2015"
"GIRARD A","1","1","0.333","4","1","2022"
"GIRONDOT M","1","1","0.333","4","1","2022"
"GLISSON WJ","1","1","0.100","17","1","2015"
"GLORIOSO BM","1","1","0.083","11","1","2013"
"GLOWACKI GA","1","1","0.167","2","1","2019"
"GOAD EH","1","1","0.091","35","1","2014"
"GOBBI M","1","1","0.111","12","1","2016"
"GOCKEL S","1","1","0.077","5","1","2012"
"GODLEY BJ","1","1","0.333","4","1","2022"
"GODOY WAC","1","1","0.143","3","1","2018"
